,id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,platform,cmc_rank,price,volume_24h,percent_change_1h,percent_change_24h,percent_change_7d,market_cap
256,6498,Metacoin,MTC,metacoin,1,2020-08-10T00:00:00.000Z,,1071281651.994976,2000000000.0,,257,0.0641709643736,46626.68333471,-7.85127969,-15.75430597,-22.09100592,68745176.72426096
257,5320,Bonorum,BONO,bonorum,3,2020-03-16T00:00:00.000Z,35000000.0,669149.48660298,722539.50642113,,258,102.04584770257021,3819.82164714,-4.14449369,-8.69090908,24.43711411,68283926.60014074
258,3987,Beldex,BDX,beldex,5,2019-06-07T00:00:00.000Z,,980222595.0,1400222610.4673645,,259,0.06773899461314,604975.4555952,-6.31468064,-10.1214545,-6.74842811,66399293.0823831
259,268,WhiteCoin,XWC,whitecoin,12,2014-04-18T00:00:00.000Z,,250183629.19257,250183629.19257,,260,0.26814216847175,49371.08778408,0.27019047,24.22874754,23.04635275,67084780.847827934
260,4644,Poseidon Network,QQQ,poseidon-network,2,2019-09-17T00:00:00.000Z,,2187875407.6,21000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x2822f6D1B2f41F93f33d937bc7d84A8Dfa4f4C21'}",261,0.03001557510898,1040302.17829409,2.37233814,4.94844127,4.1238005,65670338.62590803
261,5115,TerraKRW,KRT,terra-krw,5,2020-01-15T00:00:00.000Z,,67605076914.77935,67605806023.38515,,262,0.00093871802149,14671.75991311,1.94505741,2.45661544,1.95046754,63462104.044120945
262,6511,Strong,STRONG,strong,4,2020-08-11T00:00:00.000Z,10000000.0,3275831.38,10000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x990f341946a3fdb507ae7e52d17851b87168017c'}",263,18.4943949306599,134214.66170061,-7.40515467,-12.38804852,-37.26008167,60584519.267968625
263,3936,GNY,GNY,gny,2,2019-05-14T00:00:00.000Z,,192376657.0,400000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb1f871Ae9462F1b2C6826E88A7827e76f86751d4'}",264,0.30701772647181,198915.4250573,-12.68574306,-16.51650187,-21.45103637,59063043.85838722
264,5616,MATH,MATH,math,5,2020-05-21T00:00:00.000Z,200000000.0,114356164.04,200000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x08d967bb0134f2d07f7cfb6e246680c53927dd30'}",265,0.49526755961106,183656.21690873,-0.93072554,-0.51922329,-2.87608594,56636898.29057286
265,5691,SKALE Network,SKL,skale-network,15,2020-06-12T00:00:00.000Z,7000000000.0,564166667.0,4072194681.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7'}",266,0.1000082589197,13130677.21606882,-1.93270193,-11.45579138,15.42908068,56421326.10720017
266,2444,CRYPTO20,C20,c20,3,2018-01-22T00:00:00.000Z,,40482485.21916719,40656081.98016719,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x26e75307fc0c021472feb8f727839531f112f317'}",267,1.37724875629543,21745.04643753,-4.5807907,-7.67368059,25.0842348,55754452.41984614
267,5600,Attila,ATT,attila,5,2020-05-18T00:00:00.000Z,3000000000.0,450382736.0,3000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x89Fb927240750c1B15d4743cd58440fc5f14A11C'}",268,0.12447422242737,656070.69134878,0.07105556,0.88462159,1.14185875,56061040.85831146
268,7503,Bithao,BHAO,bithao,2,2020-10-26T00:00:00.000Z,2100000000.0,43922587.0,2100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6d7c7d764d6f1DFa256C74AbB4C4d7861d8EE64C'}",269,1.2569733499956,2256602.23826475,2.14750285,-0.44315643,-6.84497573,55209521.32186319
269,6539,YAM v1,YAM,yamv1,2,2020-08-11T00:00:00.000Z,,28619369.27,32575725.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0e2298E3B3390e3b945a5456fBf59eCc3f55DA16'}",270,1.8795268207488,23554.48066443,-4.09195073,-4.03030067,75.84327853,53790872.135879
270,7758,Eauric,EAURIC,eauric,5,2020-11-23T00:00:00.000Z,114000000.0,27240513.0,31650114.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc36c65693ea9e207ad35d4ee2fb6c5f6f43bdec8'}",271,1.87628944551121,3260960.15074949,-1.52794591,5.58579144,44.78293962,51111087.03221091
271,5336,Homeros,HMR,homeros,47,2020-03-18T00:00:00.000Z,10000000000.0,413268600.340002,10000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xB1A30851E3f7d841b231B086479608e17198363A'}",272,0.12154884171111,6312592.37778997,-4.31575941,-7.38019919,-83.15247829,50232319.68689888
272,5410,PARSIQ,PRQ,parsiq,12,2020-04-02T00:00:00.000Z,500000000.0,104703311.99999994,500000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x362bc847A3a9637d3af6624EeC853618a43ed7D2'}",273,0.47937105760379,1052772.70962265,-5.11650059,-13.96494338,1.93800655,50191737.40805957
273,4257,Bitball Treasure,BTRS,bitball-treasure,8,2019-11-04T00:00:00.000Z,1000000.0,450000.0,1000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x73c9275c3a2dd84b5741fd59aebf102c91eb033f'}",274,110.34792110453488,489853.87001113,-4.20396843,8.81719866,-56.94289382,49656564.4970407
274,7186,PancakeSwap,CAKE,pancakeswap,8,2020-09-25T00:00:00.000Z,,93682651.49167804,138852031.93717518,"{'id': 1839, 'name': 'Binance Smart Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': '0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82'}",275,0.52647737519447,3894685.80685268,-4.42079943,-10.84088525,-17.81438228,49321796.45859696
275,5816,Rewardiqa,REW,rewardiqa,4,2020-07-13T00:00:00.000Z,21000000000.0,10000000.0,21000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3FFfFA8F3cc943e43f9f17a83Cbb18f4Bbb9f4AC'}",276,4.78944690814475,386842.71893883,-5.52591317,-7.4100878,311.6919188,47894469.081447504
276,5072,Rakon,RKN,rakon,6,2019-12-25T00:00:00.000Z,285714286.0,242857143.0,285714286.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6e5a43db10b04701385a34afb670e404bc7ea597'}",277,0.19603864734894,2713369.71934988,-4.09418392,-9.56733503,11.76599929,47609385.81274809
277,4105,CoinMetro Token,XCM,coinmetro-token,4,2019-08-01T00:00:00.000Z,330000000.0,303383288.0,330000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x36ac219f90f5a6a3c77f2a7b660e3cc701f68e25'}",278,0.15574207507213,518724.24680636,-1.3950002,-4.91546908,146.41636977,47249542.81532564
278,7208,Polkastarter,POLS,polkastarter,2,2020-09-28T00:00:00.000Z,,48708023.27609368,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x83e6f1e41cdd28eaceb20cb649155049fac3d5aa'}",279,0.94395749124493,3050609.18500485,-6.54651478,-0.71871284,10.62741253,45978303.455201045
279,7882,EFFORCE,WOZX,efforce,18,2020-12-07T00:00:00.000Z,1000000000.0,35347688.0,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x34950ff2b487d9e5282c5ab342d08a2f712eb79f'}",280,1.27380563582663,49657074.01628536,-3.36367254,-3.69190329,-5.68272923,45026084.18784134
280,3519,Breezecoin,BRZE,breezecoin,4,2018-10-29T00:00:00.000Z,200000000.0,100000000.0,200000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x77c07555af5ffdc946fb47ce15ea68620e4e7170'}",281,0.4254177669151,38235.98414614,-9.13805013,65.36978124,36.84926799,42541776.69151
281,5841,NEST Protocol,NEST,nest-protocol,41,2020-07-14T00:00:00.000Z,10000000000.0,1748764436.0,9982920000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x04abeda201850ac0124161f037efd70c74ddc74c'}",282,0.02463798161003,15939642.41728847,0.56894174,-8.92062177,18.93383791,43086026.01444248
282,5604,Secret,SCRT,secret,5,2020-05-19T00:00:00.000Z,,69703477.0,174592683.0,,283,0.59281990525625,673582.28602624,-9.80667327,-16.20933934,5.40387759,41321608.6311712
283,4228,Ferrum Network,FRM,ferrum-network,12,2019-08-08T00:00:00.000Z,331718750.0,146195741.60766575,329218749.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe5caef4af8780e59df925470b050fb23c43ca68c'}",284,0.28703753404251,2312771.53430034,-11.63194896,2.99939928,113.14486506,41963665.15858035
284,7242,cVault.finance,CORE,cvault-finance,7,2020-09-30T00:00:00.000Z,,10000.0,10000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x62359ed7505efc61ff1d56fef82158ccaffa23d7'}",285,4184.221686595372,1296434.96751893,-4.81128145,-7.56125776,12.10090646,41842216.86595372
285,3737,BTU Protocol,BTU,btu-protocol,4,2019-02-11T00:00:00.000Z,100000000.0,90014336.43504915,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb683d83a532e2cb7dfa5275eed3698436371cc9f'}",286,0.46530963102052,28639.49800806,-5.32051064,-11.83813286,-34.84363085,41884537.67314967
286,3977,Sport and Leisure,SNL,sport-and-leisure,6,2019-05-28T00:00:00.000Z,,678662952.834708,963252000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa806b3fed6891136940cf81c4085661500aa2709'}",287,0.06009493611139,722643.89898336,-4.43993399,-3.42406029,21.04934059,40784206.791769065
287,6407,YF Link,YFL,yflink,22,2020-08-10T00:00:00.000Z,52000.0,50114.73633112,52000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x28cb7e841ee97947a86B06fA4090C8451f64c0be'}",288,804.752839012185,1680214.09381596,-4.90113052,-16.39103509,53.93015517,40329976.33881591
288,5326,Orbit Chain,ORC,orbit-chain,7,2020-03-16T00:00:00.000Z,1000000000.0,465987647.0,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x662b67d00a13faf93254714dd601f5ed49ef2f51'}",289,0.08574412314795,1623886.74529993,-2.57131127,-2.41843659,12.52588088,39955702.189791456
289,5631,Orion Protocol,ORN,orion-protocol,18,2020-07-16T00:00:00.000Z,100000000.0,16720000.0,100000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0258F474786DdFd37ABCE6df6BBb1Dd5dfC4434a'}",290,2.3696901232071,3772158.12298007,-4.14827628,-8.87665094,-1.07944427,39621218.86002271
290,4121,Sapphire,SAPP,sapphire,4,2020-03-21T00:00:00.000Z,,471077383.5113005,489223872.5104683,,291,0.08366559683928,58947.59779337,-4.18259647,-12.13413977,22.09444075,39412970.44895936
291,3404,Wixlar,WIX,wixlar,6,2018-10-05T00:00:00.000Z,,2393871120.94,5330000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7ba19b7f7d106a9a1e0985397b94f38eee0b555e'}",292,0.0162710599389,3638.32901302,-4.55919917,-9.65227383,33.70186284,38950820.494816475
292,6859,Harvest Finance,FARM,harvest-finance,19,2020-09-02T00:00:00.000Z,690420.0,423999.174713,437479.21,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xa0246c9032bC3A600820415aE600c6388619A14D'}",293,90.66159934430338,1214031.51077941,-0.70122704,0.68919518,-2.80960994,38440443.3001453
293,4189,Ultra,UOS,ultra,11,2019-07-30T00:00:00.000Z,,282510439.1606,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xd13c7342e1ef687c5ad21b27c2b65d772cab5c8c'}",294,0.13438520327962,976423.98546905,1.15384498,7.92399073,19.68432907,37965222.79521195
294,2346,WaykiChain,WICC,waykichain,23,2018-01-09T00:00:00.000Z,,189000000.0,210000000.0,,295,0.1972093551004,17193071.09772848,-1.31450727,-9.2269322,25.04066877,37272568.1139756
295,4200,ChainX,PCX,chainx,11,2019-08-01T00:00:00.000Z,21000000.0,7723350.0,7723350.0,,296,4.7230626722434,4354154.31287219,-1.14861838,8.20854144,6.89638915,36477866.08967107
296,5802,Sora,XOR,sora,9,2020-07-02T00:00:00.000Z,,350000.0,350000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x40FD72257597aA14C7231A7B1aaa29Fce868F677'}",297,105.0363983246117,1836728.01348937,-5.2841108,-7.90221101,-2.96324825,36762739.413614094
297,2842,Bankera,BNK,bankera,5,2018-06-04T00:00:00.000Z,,24618912107.742558,25000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xc80c5e40220172b36adee2c951f26f2a577810c5'}",298,0.00147846926553,20127.91676881,-4.17601079,1.04062495,-9.39697823,36398304.902081765
298,3814,Celer Network,CELR,celer-network,27,2019-03-25T00:00:00.000Z,10000000000.0,5304283347.03568,10000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4f9254c83eb525f9fcf346490bbb3ed28a81c667'}",299,0.00683919247208,4972672.76591119,-4.64686746,-8.45726298,24.73335204,36277014.73682573
299,118,ReddCoin,RDD,redd,11,2014-02-10T00:00:00.000Z,,28808713173.78866,28808713173.78866,,300,0.00146218452463,200556.96212552,-1.76178221,4.64710811,7.38368861,42123654.57721819
300,7206,TitanSwap,TITAN,titanswap,6,2020-09-28T00:00:00.000Z,,53404160.0,10000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3A8cCCB969a61532d1E6005e2CE12C200caeCe87'}",301,0.66446629380805,109322.60268285,-2.17731912,-2.912552,0.11415563,35485264.269132115
301,4269,GateToken,GT,gatetoken,18,2019-08-20T00:00:00.000Z,,73344513.1979744,300000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe66747a101bff2dba3697199dcce5b743b454759'}",302,0.49491131977189,46284506.31829935,-1.51657054,-1.57235025,-1.56482237,36299029.82483631
302,1172,Safex Token,SFT,safex-token,5,2016-02-16T00:00:00.000Z,1885974016.0,1885974016.0,1885974016.0,,303,0.01919159526558,2144051.33103757,-0.15554507,-0.45274358,-16.06094842,36194849.9964725
303,2930,Everipedia,IQ,everipedia,17,2018-07-13T00:00:00.000Z,,9950309815.568,10016066530.93,"{'id': 1765, 'name': 'EOS', 'symbol': 'EOS', 'slug': 'eos', 'token_address': 'everipediaiq'}",304,0.00364737740696,5764052.58430883,-5.28991239,-9.23672616,-19.59120745,36292535.213555045
304,5453,KardiaChain,KAI,kardiachain,16,2020-04-17T00:00:00.000Z,5000000000.0,2049800000.0,5000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xD9Ec3ff1f8be459Bb9369b4E79e9Ebcf7141C093'}",305,0.01761838842984,1761847.87352585,-0.40652574,-8.24439108,-19.63165285,36114172.60348603
305,1996,SALT,SALT,salt,8,2017-09-29T00:00:00.000Z,,78652938.0,120000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4156D3342D5c385a87D264F90653733592000581'}",306,0.4566603523878,209940.50859808,6.34449093,5.87206214,21.75795158,35917678.38341579
306,2585,Centrality,CENNZ,centrality,7,2018-03-13T00:00:00.000Z,,1182720126.7463124,1200000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x1122b6a0e00dce0563082b6e2953f3a943855c1f'}",307,0.03063282244325,1492103.31077715,-0.49809904,-5.03745653,27.12525379,36230055.642677926
307,3673,BitMax Token,BTMX,bitmax-token,7,2019-01-08T00:00:00.000Z,,660615274.0,780615274.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xcca0c9c383076649604ee31b20248bc04fdf61ca'}",308,0.05515952815968,5406816.577621,-0.34337845,0.37680135,52.00209045,36439226.808917716
308,3367,CryptalDash,CRD,cryptaldash,5,2018-10-02T00:00:00.000Z,,1000000000.0,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xcaaa93712bdac37f736c323c93d4d5fdefcc31cc'}",309,0.03569820550177,6741.27321249,-5.22685881,-14.02184387,-96.74866738,35698205.50177
309,3724,SOLVE,SOLVE,solve,16,2019-02-04T00:00:00.000Z,1000000000.0,375665821.2658376,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x446c9033e7516d820cc9a2ce2d0b7328b579406f'}",310,0.09477041861785,118598.79560917,-2.99048432,-15.42443386,6.76731737,35602007.14178185
310,2943,Rocket Pool,RPL,rocket-pool,8,2018-07-17T00:00:00.000Z,,10279742.40418146,17922514.60658495,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xb4efd85c19999d84251304bda99e90b92300bd93'}",311,3.46238220725856,1259326.95774705,-5.18658384,-8.82938518,21.48895913,35592397.19543922
311,4944,Tellor,TRB,tellor,50,2019-11-19T00:00:00.000Z,1707842.0,1640857.74780751,1727331.21780715,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0ba45a8b5d5575935b8158a88c631e9f9c95a2e5'}",312,21.6945913621765,43460569.87406104,-4.96920651,-13.36032797,8.30646208,35597738.322145194
312,6950,Perpetual Protocol,PERP,perpetual-protocol,10,2020-09-08T00:00:00.000Z,,17780298.40495304,150000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xbc396689893d065f41bc2c6ecbee5e0085233447'}",313,1.98276501686819,2797752.84487703,-3.15410229,-6.77975746,55.01944498,35254153.666818164
313,7857,Mirror Protocol,MIR,mirror-protocol,7,2020-12-04T00:00:00.000Z,,20911669.954012,370575000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x09a3EcAFa817268f77BE1283176B946C4ff2E608'}",314,1.68016286719303,6170506.18265597,0.00604249,5.35451589,52.5472437,35135011.347727135
314,3951,Pirate Chain,ARRR,pirate-chain,12,2019-05-22T00:00:00.000Z,200000000.0,173140983.0,173140983.0,,315,0.19555654984111,93616.50478921,-5.35850065,16.45090969,11.5089254,33858853.27157828
315,3772,STEM CELL COIN,SCC,stem-cell-coin,3,2019-03-01T00:00:00.000Z,5000000000.0,320658118.0,5000000000.0,"{'id': 1376, 'name': 'Neo', 'symbol': 'NEO', 'slug': 'neo', 'token_address': '323571cfc42a40d48d64832a7da594039fbac76a'}",316,0.10695160728934,72593.13583117,-7.36493583,-12.4824969,-1.40904431,34294901.11047485
316,1903,HyperCash,HC,hypercash,27,2017-08-20T00:00:00.000Z,84000000.0,44970692.545052,44970692.545052,,317,0.76140176355999,21999411.2516758,-3.37459272,-4.86380001,19.68532208,34240764.61231669
317,6990,SUN,SUN,sun,40,2020-09-11T00:00:00.000Z,19900730.0,4644723.0,19900730.0,,318,7.36245595294644,117180512.4567079,-3.83827147,-8.12375177,7.54315158,34196568.50113725
318,4078,Super Zero Protocol,SERO,super-zero-protocol,18,2019-07-19T00:00:00.000Z,647367590.0,302657107.0,637793598.0,,319,0.11275986224932,7148309.9132968,-1.99073723,-0.53654667,10.3389443,34127573.694097705
319,4281,BHEX Token,BHT,bhex-token,6,2019-08-25T00:00:00.000Z,,195639532.11163217,1357691032.1116323,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xfc29b6e626b67776675fff55d5bc0452d042f434'}",320,0.17473980899126,0.0,-1.0561436,8.99347348,3.32160775,34186014.47232608
320,4049,Bitbook Gambling,BXK,bitbook-gambling,3,2019-06-24T00:00:00.000Z,,357687491.4,730756054.4,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xeb6985acd6d0cbff60b88032b0b29ac1d9d66a1b'}",321,0.0944941157938,1927.0187078,-6.29751455,-8.67173494,-51.81597373,33799363.23034544
321,4067,Cryptoindex.com 100,CIX100,cryptoindex-com-100,2,2019-07-04T00:00:00.000Z,,62409479.63226125,300000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x6393e822874728f8afa7e1c9944e417d37ca5878'}",322,0.53576807651376,7660.62563998,-2.75690653,-1.64017675,23.8334472,33437006.85880129
322,2143,Streamr,DATA,streamr,35,2017-11-03T00:00:00.000Z,,713329898.3369269,987154514.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0cf0ee63788a0849fe5297f3407f701e122cc023'}",323,0.04639340290436,3186321.18033477,-3.4487622,-14.90012968,17.20113426,33093801.37727121
323,5747,mStable USD,MUSD,mstable-usd,6,2020-06-28T00:00:00.000Z,,33050405.62937495,33050405.62937495,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe2f2a5c287993345a840db3b0845fbc70f5935a5'}",324,0.98876155491106,1460704.76621149,-0.71866193,-1.66082432,-1.58538604,32678970.460542027
324,3748,Hxro,HXRO,hxro,15,2019-02-15T00:00:00.000Z,,179141315.8860892,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4bd70556ae3f8a6ec6c4080a0c327b24325438f3'}",325,0.18249112576189,328724.6912756,-2.90659679,-4.29222056,7.22142246,32691700.40651877
325,2633,Stakenet,XSN,stakenet,4,2018-04-11T00:00:00.000Z,,111053023.42478833,113108492.42450432,,326,0.29021179364037,176550.49338907,0.02092841,-10.78343369,74.82321602,32228897.117293842
326,3992,COTI,COTI,coti,19,2019-06-04T00:00:00.000Z,2000000000.0,568032882.87,2000000000.0,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'COTI-CBB'}",327,0.05582632421082,11073505.35510403,-5.14748264,-10.54991291,11.56982835,31711187.88150736
327,372,Bytecoin,BCN,bytecoin-bcn,13,2014-06-17T00:00:00.000Z,184470000000.0,184066828814.05887,184066828814.05887,,328,0.00017227468577,70533.90218911,4.75904216,-0.37334716,5.87213451,31710055.09462237
328,3640,Livepeer,LPT,livepeer,4,2018-12-19T00:00:00.000Z,22906951.0,21164655.33252989,22859012.33252989,,329,1.49474091152996,13857.7407341,-5.49964383,-5.01170966,-10.95890787,31635676.203963157
329,5117,Origin Protocol,OGN,origin-protocol,34,2020-01-09T00:00:00.000Z,,202218876.0200001,1000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8207c1ffc5b6804f6024322ccf34f29c3541ae26'}",330,0.15270328075178,14096416.45205265,-5.1286924,-12.53466383,18.21509899,30879485.798191465
330,3845,VIDT Datalink,VIDT,vidt-datalink,13,2019-04-05T00:00:00.000Z,58501137.0,49428303.18412282,57386799.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xfeF4185594457050cC9c23980d301908FE057Bb1'}",331,0.63291377597092,4533788.19872472,-2.77093883,-0.77827239,4.65331066,31283854.008098625
331,3704,v.systems,VSYS,v-systems,41,2019-03-05T00:00:00.000Z,,2179782475.0,4103390939.0,,332,0.01428310221906,12305887.90364609,-1.17054027,-2.48432011,12.81930969,31134055.9057406
332,5964,Trust Wallet Token,TWT,trust-wallet-token,12,2020-07-30T00:00:00.000Z,,250926200.0,1000000000.0,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'TWT-8C2'}",333,0.12423026089802,1104542.17480964,-2.90336555,-8.88596481,-9.0990609,31172627.292148747
333,2748,Loki,LOKI,loki,8,2018-05-21T00:00:00.000Z,,52595982.0,52595982.0,"{'id': 1839, 'name': 'Binance Chain', 'symbol': 'BNB', 'slug': 'binance-coin', 'token_address': 'LOKI-6A9'}",334,0.58574078525263,28819.32163922,-2.72068505,0.76483731,7.32174262,30807611.797813192
334,3666,Ultiledger,ULT,ultiledger,9,2019-01-07T00:00:00.000Z,,2344828293.7869,4500000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe884cc2795b9c45beeac0607da9539fd571ccf85'}",335,0.01292720794047,126088.27152174,-3.40268183,-6.6786148,10.93477759,30312082.938480735
335,6953,Frax Share,FXS,frax-share,4,2020-09-08T00:00:00.000Z,,2266921.0,99276618.0,,336,13.52047296601789,4191482.0209809,3.49480144,56.62328962,104.21759744,30649844.09659824
336,1700,Aeternity,AE,aeternity,44,2017-06-01T00:00:00.000Z,,328920571.5,374741515.49932,,337,0.09199658740618,17412307.22548568,-2.43902792,-7.80049255,5.3019753,30259570.105690427
337,3664,AgaveCoin,AGVC,agavecoin,8,2019-01-04T00:00:00.000Z,,390619593.0,35000000000.0,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x8b79656FC38a04044E495e22fAD747126ca305C4'}",338,0.07765186163593,20350.65629269,-5.21355578,-10.7544604,16.39142205,30332338.587919295
338,8100,ankrETH,aEth,ankreth,2,2020-12-23T00:00:00.000Z,0.0,29330.0,29330.034,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe95a203b1a91a908f9b9ce46459d101078c2c3cb'}",339,1019.757079799774,291607.18036174,-2.58536301,-7.84939041,25.36717189,29909475.150527373
339,2829,REPO,REPO,repo,1,2018-05-28T00:00:00.000Z,,109958607.0,356999900.0,,340,0.27103795590374,0.0,-6.42830954,-14.0122834,114.00441348,29802956.07530268
340,1229,DigixDAO,DGD,digixdao,11,2016-04-18T00:00:00.000Z,,128782.32976407,128782.32976407,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xe0b7927c4af23765cb51314a0e0521a9645f0e2a'}",341,231.19270180257388,116478.76460014,-5.92797949,-5.74768328,24.48932551,29773534.76258537
